,bust_chest_girth,waist_girth,hip_girth,thigh_girth,upper_arm_girth,neck_girth,neck_waist,repetition,gender,measures_station,subject
185,930.0,860.0,1060.0,650.0,310.0,355.0,400.0,2,,Expert,IEEEP1_29
186,929.894,886.206,1045.21,657.86,312.801,345.186,397.383,1,,SS20,IEEEP1_29
187,917.194,891.794,1062.228,651.891,314.198,352.044,402.209,2,,SS20,IEEEP1_29
188,1010.0,870.0,1045.0,610.0,327.5,330.0,405.0,1,,Expert,IEEEP1_30
189,1035.0,880.0,1020.0,630.0,320.0,330.0,395.0,2,,Expert,IEEEP1_30
190,1028.7,902.462,1063.244,576.834,315.468,350.52,454.66,1,,SS20,IEEEP1_30
191,1020.318,917.829,1061.466,578.358,313.055,363.474,455.549,2,,SS20,IEEEP1_30
192,1040.0,950.0,990.0,580.0,310.0,390.0,470.0,1,,Expert,IEEEP1_31
193,1035.0,955.0,990.0,565.0,315.0,390.0,450.0,2,,Expert,IEEEP1_31
194,1067.943,962.533,988.822,539.369,318.389,406.146,490.347,1,,SS20,IEEEP1_31
195,1072.642,965.454,988.06,536.956,313.309,402.59,504.698,2,,SS20,IEEEP1_31
196,1150.0,1065.0,1200.0,685.0,320.0,390.0,430.0,1,,Expert,IEEEP1_32
197,1135.0,1110.0,1215.0,710.0,325.0,395.0,440.0,2,,Expert,IEEEP1_32
198,1154.557,1098.55,1190.752,710.184,312.166,389.89,439.166,1,,SS20,IEEEP1_32
199,1152.144,1097.661,1196.848,712.089,314.452,393.446,439.293,2,,SS20,IEEEP1_32
200,840.0,685.0,885.0,515.0,245.0,325.0,415.0,1,,Expert,IEEEP1_33
201,820.0,660.0,880.0,510.0,245.0,320.0,395.0,2,,Expert,IEEEP1_33
202,846.328,684.911,896.239,502.666,249.936,310.515,405.511,1,,SS20,IEEEP1_33
203,848.106,681.482,897.382,502.412,255.27,316.992,409.956,2,,SS20,IEEEP1_33
204,840.0,720.0,930.0,550.0,265.0,320.0,355.0,1,,Expert,IEEEP1_34
205,840.0,730.0,935.0,552.5,260.0,320.0,360.0,2,,Expert,IEEEP1_34
206,836.676,706.374,946.277,531.114,272.288,311.912,373.253,1,,SS20,IEEEP1_34
207,830.834,720.217,960.882,529.082,270.256,321.691,379.984,2,,SS20,IEEEP1_34
208,1140.0,1070.0,1085.0,635.0,345.0,500.0,395.0,1,,Expert,IEEEP1_35
209,1130.0,1075.0,1090.0,620.0,345.0,500.0,375.0,2,,Expert,IEEEP1_35
210,1191.26,1047.242,1080.77,592.836,350.012,515.112,445.008,1,,SS20,IEEEP1_35
211,1185.164,1034.034,1081.024,592.709,353.06,516.636,441.071,2,,SS20,IEEEP1_35
212,,,,,,,,1,,Expert,IEEEP1_36
213,,,,,,,,2,,Expert,IEEEP1_36
214,859.028,815.848,997.712,611.124,276.352,346.202,402.59,1,,SS20,IEEEP1_36
215,866.394,802.386,1003.427,616.204,286.004,347.98,418.592,2,,SS20,IEEEP1_36
216,,,,,,,,1,,Expert,IEEEP1_37
217,,,,,,,,2,,Expert,IEEEP1_37
218,1081.278,986.663,1070.864,599.059,322.58,392.176,518.414,1,,SS20,IEEEP1_37
219,1083.437,988.822,1034.034,601.599,323.469,393.7,540.512,2,,SS20,IEEEP1_37
220,1150.0,1055.0,1205.0,730.0,335.0,395.0,430.0,1,,Expert,IEEEP1_38
221,1155.0,1065.0,1225.0,745.0,345.0,400.0,435.0,2,,Expert,IEEEP1_38
222,1181.989,1100.328,1201.42,705.104,349.758,390.525,405.13,1,,SS20,IEEEP1_38
223,1191.133,1109.98,1201.547,704.342,357.505,400.304,406.908,2,,SS20,IEEEP1_38
224,1095.0,1050.0,1175.0,670.0,335.0,350.0,375.0,1,,Expert,IEEEP1_39
225,1085.0,1045.0,1165.0,705.0,335.0,335.0,375.0,2,,Expert,IEEEP1_39
226,1103.122,1030.859,1146.429,668.782,127.254,414.274,369.697,1,,SS20,IEEEP1_39
227,1091.692,1035.558,1163.193,666.242,101.473,386.969,378.079,2,,SS20,IEEEP1_39
