Measuring station manager;Measuring station;Processor;Processing date;Subject;Phase;repetition no.;Neck girth;Back neck point to waist;Upper arm girth R;Upper arm girth L;Back neck point to wrist R;Back neck point to wrist L;Across back shoulder width;Bust girth;Waist girth;Hip girth;Thigh girth R;Thigh girth L;Total crotch length;Inside leg height;Lowaist;error
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_31;2;1;303149;369316;281432;291973;811022;776351;372745;871855;765937;953262;556387;551053;678815;763778;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_31;2;2;299.72;356.87;290068;294386;782701;761873;356235;859663;772541;947674;552577;551307;692023;764286;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_31;2;3;293751;366776;286512;292989;789813;758063;369189;857.25;762889;938403;549275;544195;669417;765048;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_31;2;4;305054;359918;284988;286512;804545;771398;369697;857123;780796;946023;546735;540004;683768;755142;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_32;2;1;403606;467741;348996;352679;799592;796671;435356;1070.61;939.8;1070102;592836;584073;837438;716407;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_32;2;2;392176;451739;361696;359537;787.4;782066;412877;1054862;939927;1060958;577.85;570992;858901;703199;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_32;2;3;403352;459613;355092;367284;798957;796544;417195;1062482;941578;1073531;586486;582168;837438;711454;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_32;2;4;395478;450342;353568;361696;787146;792.48;406908;1043051;922528;1057021;588137;580644;848233;714248;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_33;2;1;399542;486664;347853;354838;805815;801751;407924;1080897;1021.08;1114806;614045;604139;897509;717.55;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_33;2;2;402336;470027;343535;353441;808101;809498;396748;1085596;1019.81;1106932;620776;605917;939038;719963;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_33;2;3;389636;453009;337058;338836;802259;793.75;397.51;1065911;1007364;1089914;625602;603.25;934593;720598;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_33;2;4;401574;464.82;346.71;349377;820674;814197;400558;1091438;1035304;1114298;617982;606679;953135;710311;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_34;2;1;433832;398145;362204;368046;791972;780415;458851;1165225;1061974;1101344;643763;629.92;921893;700024;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_34;2;2;431.8;398653;358394;371094;789686;776986;447675;1156081;1060577;1093.47;645033;636524;909066;700786;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_34;2;3;441.96;412115;365.76;374142;790321;786003;449834;1163574;1059942;1102.36;645287;635254;893572;695.96;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_34;2;4;438912;419354;354838;359918;788162;776986;466725;1149223;1052068;1094867;636905;627507;858012;697611;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_35;2;1;342646;428879;315341;320294;721741;744474;361569;998.22;1021588;1113917;588.01;577469;667258;706882;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_35;2;2;348742;434721;320421;328.93;747903;753618;363728;1017778;1033.78;1123442;596.9;586.74;672973;716407;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_35;2;3;354838;434594;314198;322072;742061;736981;371602;1007999;1019048;1110742;587121;576072;662178;708406;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_35;2;4;354584;441579;317881;328676;734568;747776;355473;1007745;1029462;1121791;575183;578866;663321;701421;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_36;2;1;294259;448.31;269494;263017;700913;710946;351155;792988;736346;923544;519049;511048;575691;676.91;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_36;2;2;296672;430784;268986;282321;745744;722376;345694;804291;728345;931164;534.67;531368;625602;691388;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_36;2;3;292989;447929;268351;285877;741172;728472;346329;800735;725932;935101;542544;537718;607949;697484;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_36;2;4;287782;454914;265938;279654;740.41;725678;355727;800481;731266;927.1;535686;520.7;577596;689864;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_37;2;1;440944;441.96;344551;379349;856742;856234;443.23;1171702;1097788;1149731;660146;660527;956.31;760349;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_37;2;2;451866;452374;359664;393.7;889762;895604;452501;1195705;1103.63;1162304;666115;664718;961136;760095;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_37;2;3;435864;434.34;345948;381635;859536;869188;451485;1163574;1078103;1137158;656.59;656082;951484;764159;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_37;2;4;445262;439166;356362;387604;871728;882396;445262;1184148;1094994;1155573;661289;664718;961517;760857;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_38;2;1;350266;455803;370.84;381127;759587;766699;408051;1143381;1133729;1303782;820293;799719;893826;777748;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_38;2;2;348996;452882;365506;383413;757428;748538;431292;1125347;1115822;1288796;822198;799338;860679;787781;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_38;2;3;352679;452247;373507;386.08;772.16;776986;406019;1127887;1119378;1291336;829.31;801243;867918;789305;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_38;2;4;342265;445389;361.95;381762;770509;771652;422783;1115949;1115.06;1285367;840867;818134;869696;796544;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_39;2;1;301244;425958;290449;277368;771906;750824;353949;852424;792988;973709;542798;536321;691134;757047;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_39;2;2;301752;424307;293878;277114;788797;756158;362585;853059;811022;984123;552958;546608;706755;762762;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_39;2;3;289306;427736;289941;276606;754507;739648;365633;847344;801751;971.55;540258;533908;696087;753491;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_39;2;4;302641;436626;285877;276987;753491;742442;358648;845439;801878;973709;563626;540512;666115;758317;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_04;2;1;414147;512191;346202;356.87;887857;881761;410337;1091692;1000506;1088263;602488;603.25;795401;755.65;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_04;2;2;406019;475488;334518;349631;864.87;860044;420751;1069848;991489;1068.07;633984;630809;751332;795782;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_04;2;3;407289;509524;330708;351.79;868172;866648;434721;1066.8;990092;1089025;662305;656971;753237;803148;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_04;2;4;402844;520446;334518;348742;869188;854964;415544;1061212;988314;1084326;626618;627888;743966;782828;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_40;2;1;362204;496062;321056;346964;820293;814832;377698;1007.11;931672;1008634;550672;557784;730504;741172;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_40;2;2;354.33;486791;316103;332867;792099;797306;383159;984.25;923798;992124;543941;544703;737489;737362;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_40;2;3;365887;491998;323.85;342646;810895;795.02;385699;996569;930.91;999998;542798;545211;732409;736.6;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_40;2;4;358394;490728;319786;330962;791972;796.29;376555;982091;925068;996823;546735;548.64;729869;740029;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_41;2;1;391795;439928;318516;319532;807466;814578;422275;1023747;896.62;993902;521335;526542;789559;731266;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_41;2;2;378.46;442849;313309;333375;809371;818515;434213;1015492;889254;989457;539877;539115;761873;754888;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_41;2;3;385318;431546;313182;314325;813816;819404;435102;1027938;893318;991616;536067;532384;775589;745998;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_41;2;4;388.62;452.12;316865;317246;813689;822706;437642;1021715;893826;990219;536321;531622;763524;742.95;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_42;2;1;401574;517779;323342;336296;823087;830326;407289;1042416;1013841;1053973;590804;568452;744347;773303;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_42;2;2;402082;524383;327025;335534;825754;821944;417195;1052449;1014476;1054862;588645;581025;734822;779145;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_42;2;3;392938;527685;333756;339979;827659;819023;404241;1052703;1011428;1051433;589.28;576072;725297;782828;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_42;2;4;404114;535178;348996;349758;848614;823722;412623;1073023;1030351;1072388;610616;579628;709041;783463;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_43;2;1;323088;442341;280162;291592;756666;810133;384.81;883285;823976;1004316;577977;563118;644271;719709;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_43;2;2;319913;446786;293116;297434;760984;760984;386.08;878967;815594;1001141;582168;563.88;636143;719074;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_43;2;3;329946;453.39;287.02;286766;763905;813181;399161;886714;829437;999236;577723;557022;631825;711962;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_43;2;4;332.74;427736;289052;284988;750316;773303;363601;876808;815848;1001776;587502;566801;657733;718185;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_44;2;1;295656;411607;287147;283083;705866;712978;345821;878332;740283;961517;570738;568833;707644;708279;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_44;2;2;295148;406273;276606;279908;718566;714375;381508;860806;755.65;950087;553212;553212;708.66;716407;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_44;2;3;305562;424053;290576;305435;718947;717.55;325755;892556;772033;975.36;579755;576834;714756;718058;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_44;2;4;308864;405003;287528;299466;726186;729234;333502;898398;750697;965835;565531;575056;747268;719328;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_45;2;1;303.53;381889;272796;261874;716.28;734695;337693;893191;750.57;942.34;560.07;558419;709803;740664;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_45;2;2;322326;386334;275463;292227;741426;739.14;340868;913.13;776478;962914;578993;572008;731139;747141;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_45;2;3;305308;381127;266573;281686;728853;721741;343281;888873;749808;949706;574802;567.69;707771;750316;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_46;2;1;432562;520192;310007;311785;818134;807339;395986;1044067;946658;1019302;520.7;511048;734314;703453;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_46;2;2;430276;516128;312674;318262;818515;809752;398.78;1042162;948309;1016381;546989;518922;759206;712089;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_46;2;3;423672;525526;314833;310896;818642;805561;398272;1032002;941324;1012444;537972;521462;716534;712978;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_46;2;4;427609;520319;312801;314.96;826897;805434;411734;1045464;953008;1014476;524.51;509778;762508;700024;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_47;2;1;366141;505587;348996;329184;883.92;848741;286004;975995;931672;1037463;583184;562.61;786511;828294;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_47;2;2;365633;471297;343662;314198;854329;825754;290.83;959104;915416;1020191;598932;575.31;821182;852297;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_47;2;3;365125;494157;324866;314325;833.12;849757;369189;951.23;912876;1018286;586359;570738;763905;841756;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_47;2;4;368681;502539;329692;324739;836.93;840232;360045;960.12;922.02;1020191;575.31;559562;773176;831.85;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_48;2;1;396.24;427863;313944;341376;768.35;768731;374015;1117092;1028.7;1118362;576326;578231;711708;741045;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_48;2;2;390017;424688;320802;346.71;772287;776478;385318;1145.54;1038352;1119124;600.71;589.28;725932;748665;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_48;2;3;392684;408178;313182;341757;762508;760.73;381381;1117.6;1024255;1106932;571754;576199;728726;737.87;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_49;2;1;375666;493776;308483;305816;802.64;803656;399796;970.28;891032;978154;564007;554.99;691515;775.97;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_49;2;2;381254;502.92;315341;311912;818515;810133;376174;973582;899795;982.98;527685;523875;713486;729615;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_49;2;3;371475;500634;310769;318262;817245;809244;367919;967.74;892.81;978281;535305;531495;716026;740029;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_49;2;4;361061;494919;308737;304038;816864;811.53;370205;970534;906907;976249;512064;507746;762889;715772;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_05;2;1;398.78;499618;362458;377698;889254;885952;421005;1133856;1093724;1137031;670814;660.4;944118;833374;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_05;2;2;401066;507238;360172;375.92;893699;883666;412242;1143254;1103.63;1148715;674.37;662813;931418;831596;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_05;2;3;407924;506222;353822;374.65;904.24;889;427101;1133729;1082548;1128268;668909;655066;932053;833374;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_05;2;4;396.24;505333;355473;376428;908939;891921;420624;1140841;1090676;1138047;665988;657225;917956;827405;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_50;2;1;383286;378206;381508;387858;766445;794512;396113;1244092;1187577;1232281;631952;627888;785876;644017;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_50;2;2;391414;383286;375666;401066;755142;755904;378.46;1253998;1192784;1230884;631444;629.92;780542;647.7;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_50;2;3;387858;375666;380746;388112;769874;769112;382016;1249172;1181.1;1231138;641096;638302;780288;651002;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_50;2;4;383.54;378968;355854;398399;740029;761746;382778;1246886;1182497;1233297;635508;636143;779526;645541;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_51;2;1;369189;449961;328676;346964;759968;750697;411.48;1054481;984.25;1042797;539369;563372;667258;719201;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_51;2;2;378.46;452501;328676;358394;778129;770.89;412623;1067308;999998;1056.64;544576;571.5;680593;711835;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_51;2;3;379222;446913;325374;352425;760603;759714;412115;1052.83;987552;1044575;538226;561213;673989;718.82;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_51;2;4;381381;455.93;325.12;355092;765048;760222;397383;1056.64;991362;1045464;541401;558038;677926;713867;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_52;2;1;354965;489585;299339;307975;843026;825754;417449;955421;878713;1000.76;543.56;537718;767334;780542;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_52;2;2;357886;501.65;307594;306324;843407;837184;426593;964057;889254;1000.76;544322;540639;758444;781304;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_52;2;3;357251;508254;302.26;304673;837311;827532;421386;940435;875792;1000379;545846;539623;734695;783336;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_52;2;4;373888;492379;305308;307594;850773;839343;424434;950849;888238;992886;547.37;539496;774827;781558;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_53;2;1;352806;427609;336.55;356108;845566;844042;400558;966089;894207;1059053;622554;602234;838.2;780034;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_53;2;2;382524;453898;346202;364109;825.5;843915;411861;979.17;909066;1061212;626999;613664;853059;779272;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_53;2;3;389763;466344;349758;347345;852551;876046;394208;969645;926592;1070.61;633603;618998;869696;775081;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_53;2;4;368808;462915;343916;335915;836676;853313;418465;967232;921004;1069.34;640.08;617474;861822;775589;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_54;2;1;367792;390398;363.22;368.3;795782;766826;404876;1031113;1004824;1186053;671703;653161;848.36;737.87;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_54;2;2;368.3;394716;369062;379857;797814;788543;404114;1050798;1010031;1190498;670.56;660527;834898;735203;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_54;2;3;378206;400558;379603;368427;814197;795401;404495;1048512;1010031;1189736;673989;655701;829691;738124;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_54;2;4;369316;396494;369062;371094;798957;775843;397.51;1043432;1012952;1178.56;666115;660.4;836803;732917;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_55;2;1;329946;328676;363.22;392557;750697;747903;386461;1096518;1073.15;1262888;716915;694055;888492;699643;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_55;2;2;353822;323342;369697;375666;744.22;725297;393446;1070229;1078484;1240536;683133;665099;878.84;685546;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_55;2;3;356.87;331.47;372745;394716;758317;782955;380111;1100074;1106.17;1268222;696214;680339;892.81;687451;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_55;2;4;357632;335534;378333;394716;760.73;711835;385445;1110869;1085215;1268476;702183;690118;892937;697865;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_56;2;1;388.62;481965;317754;330708;838.2;842899;422656;973074;912622;970915;527558;530733;781431;735838;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_56;2;2;399034;491871;329057;330708;856234;853821;418338;989076;921766;976.63;546989;539877;775589;749554;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_56;2;3;394843;490.22;325628;332.74;846328;858393;417068;973836;915162;966978;529971;523621;792226;736854;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_56;2;4;399415;496697;322072;329057;855345;865632;428498;990219;918337;975.36;544068;531495;784606;744601;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_57;2;1;313055;383794;261366;259461;786003;776859;365633;803.91;770636;953008;527939;523875;759841;740664;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_57;2;2;308864;393.7;264668;265684;800735;777.24;368427;807085;770.89;957326;528066;533.4;737489;748157;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_57;2;3;308.61;400939;264668;269494;791591;793369;364109;807.72;768731;959739;533273;531241;735457;747014;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_57;2;4;308864;391922;269.24;268224;796925;740664;353695;799211;762;955929;529082;525.78;732409;745.49;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_58;2;1;351536;493014;347853;362331;807847;808228;343408;1046353;888746;990346;615696;609.6;723.9;741045;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_58;2;2;354838;470027;357886;353822;812546;813181;326263;1042.67;886968;989838;613156;604393;785876;736473;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_58;2;3;356489;483.87;350.52;351028;809498;814832;354965;1037082;876808;979932;608076;598932;731647;735203;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_58;2;4;373.38;499999;364744;366014;820547;832993;326644;1046099;887857;995426;605028;601091;731901;725297;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_59;2;1;394208;488.95;311404;319913;863219;864108;434086;1075309;915162;1035177;575183;566.42;767588;781812;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_59;2;2;388112;499999;317373;332232;855599;860552;435229;1060958;914019;1031.24;579628;574294;748538;785241;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_59;2;3;380746;496697;315468;327406;851027;860171;424561;1052195;907161;1026414;579755;570103;738378;787.4;;
SizeStream;SS@Home;SizeStream;20200622;IEEEP2_59;2;4;395478;497332;318897;339344;863727;871982;435102;1052703;914146;1036193;580644;578866;752983;788035;;
