Measuring station manager;Measuring station;Processor;Processing date;Subject;Phase;repetition no.;Neck girth;Back neck point to waist;Upper arm girth R;Upper arm girth L;Back neck point to wrist R;Back neck point to wrist L;Across back shoulder width;Bust girth;Waist girth;Hip girth;Thigh girth R;Thigh girth L;Total crotch length;Inside leg height;Lowaist;error
Texel;PortalMX;Texel;20200622;IEEEP2_61;2;1;373.32;421.63;367.13;395.12;780.29;772.13;456.28;1009.68;830.8;997.99;636.17;632.61;787.64;745.71;;
Texel;PortalMX;Texel;20200622;IEEEP2_62;2;2;309.55;392.76;245.81;245.52;745.55;738.54;410.82;791.17;632.23;935.93;505.7;506.26;711.48;785.2;;
Texel;PortalMX;Texel;20200622;IEEEP2_62;2;1;311.94;395.99;244.52;250.29;737.3;737.55;407.35;783.96;635.46;939.47;505.52;507.7;691.48;788.3;;
Texel;PortalMX;Texel;20200622;IEEEP2_63;2;2;301.5;366.24;254.49;259.07;711.54;716.29;400.89;818.5;693.32;940.7;543.61;548.27;726.03;732.24;;
Texel;PortalMX;Texel;20200622;IEEEP2_63;2;1;297.91;371.91;266.31;251.46;700.21;712.81;398.68;832.57;690.32;935.28;550.95;551.2;723.32;732.55;;
Texel;PortalMX;Texel;20200622;IEEEP2_64;2;2;408.63;432.61;367.04;388.11;812.89;815.58;466.54;1076.34;979.13;1113.68;664.8;639.99;827.64;786.62;;
Texel;PortalMX;Texel;20200622;IEEEP2_64;2;1;409.29;431.75;369.86;389.94;802.19;811.43;473.82;1076.51;978.86;1105.64;661.83;637.73;829.14;791.53;;
Texel;PortalMX;Texel;20200622;IEEEP2_65;2;2;362.56;373.04;322.23;331.88;746.44;742.31;426.71;1020.86;840.14;1112.64;621.01;610.29;738.36;749.95;;
Texel;PortalMX;Texel;20200622;IEEEP2_65;2;1;348.7;375.65;323.67;333.77;758.85;752.64;432.52;1030.71;845.58;1101.54;617.46;618.43;744.03;729.68;;
Texel;PortalMX;Texel;20200622;IEEEP2_66;2;2;364.38;400.97;329.35;328.88;768.46;764.45;413.0;1002.85;847.27;1025.09;588.23;577.41;787.34;764.34;;
Texel;PortalMX;Texel;20200622;IEEEP2_66;2;1;362.8;395.64;330.67;327.28;752.26;754.63;442.88;1016.59;845.55;1025.61;592.1;575.89;786.04;766.56;;
Texel;PortalMX;Texel;20200622;IEEEP2_67;2;1;353.4;399.98;325.97;324.44;755.54;747.66;416.03;952.37;761.06;952.3;573.59;565.72;747.26;723.16;;
Texel;PortalMX;Texel;20200622;IEEEP2_67;2;2;352.44;396.14;329.31;323.41;748.97;743.29;411.97;938.42;755.82;953.2;584.08;568.46;748.63;723.94;;
Texel;PortalMX;Texel;20200622;IEEEP2_68;2;2;353.12;386.15;297.1;297.94;751.3;755.79;426.27;1025.06;924.09;985.23;510.48;508.51;707.91;762.01;;
Texel;PortalMX;Texel;20200622;IEEEP2_68;2;1;356.18;387.71;301.84;303.41;773.87;769.75;453.74;1038.09;923.76;983.32;502.07;511.91;722.92;767.71;;
Texel;PortalMX;Texel;20200622;IEEEP2_69;2;2;335.53;361.66;308.88;296.71;701.8;701.26;388.87;957.99;830.37;1072.34;598.4;589.08;791.85;714.26;;
Texel;PortalMX;Texel;20200622;IEEEP2_69;2;1;340.42;359.87;305.54;296.96;711.29;708.45;402.89;971.46;835.02;1069.37;585.96;580.52;790.84;711.53;;
Texel;PortalMX;Texel;20200622;IEEEP2_70;2;2;450.32;434.59;362.27;371.86;888.62;894.31;508.94;1232.97;1240.74;1163.8;654.06;646.61;913.65;905.01;;
Texel;PortalMX;Texel;20200622;IEEEP2_70;2;1;451.82;435.32;358.03;383.17;879.13;888.03;495.48;1217.12;1236.06;1159.98;663.47;655.44;943.88;905.74;;
Texel;PortalMX;Texel;20200622;IEEEP2_71;2;2;394.56;328.1;413.07;417.75;733.79;760.19;424.28;1193.02;1123.65;1354.0;755.73;749.85;888.78;725.18;;
Texel;PortalMX;Texel;20200622;IEEEP2_71;2;1;394.26;327.82;414.26;421.27;733.08;754.06;439.03;1194.29;1131.9;1352.95;751.31;746.32;886.84;725.27;;
Texel;PortalMX;Texel;20200622;IEEEP2_72;2;1;366.14;426.14;325.98;320.34;813.02;812.59;452.11;920.73;836.58;1006.79;557.03;545.75;791.07;839.72;;
Texel;PortalMX;Texel;20200622;IEEEP2_72;2;2;365.46;426.23;323.32;321.66;802.66;814.27;445.77;926.75;840.31;1008.91;557.56;546.34;783.22;839.81;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_01;2;1;332.0;460.20000000000005;278.09999999999997;278.09999999999997;743.4000000000001;743.4000000000001;390.0;893.0;716.5;1038.1;623.5;623.5;760.0;714.4;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_01;2;2;333.7;455.90000000000003;277.0;277.0;750.9000000000001;750.9000000000001;400.0;904.0999999999999;724.7;1044.8999999999999;622.7;622.7;760.0;713.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_02;2;1;388.40000000000003;473.40000000000003;322.5;322.5;778.0;778.0;434.79999999999995;1050.6999999999998;858.8;971.9;582.1;582.1;794.4;755.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_02;2;2;386.9;476.70000000000005;321.8;321.8;774.8000000000001;774.8000000000001;425.3;1023.1999999999999;835.5;979.8000000000001;590.0;590.0;793.7;755.6999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_03;2;1;333.29999999999995;436.4;260.1;260.1;743.3;743.3;388.6;842.3000000000001;637.1;952.8;571.4;571.4;690.5;737.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_03;2;2;337.70000000000005;438.6;257.0;257.0;746.4;746.4;392.70000000000005;867.3000000000001;660.5;950.6999999999999;566.5;566.5;689.9;739.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_04;2;1;389.79999999999995;486.9;340.09999999999997;340.09999999999997;839.2;839.2;456.3;1073.4;924.8000000000001;1066.5;640.9000000000001;640.9000000000001;828.1;797.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_04;2;2;390.20000000000005;492.1;336.2;336.2;841.3;841.3;462.1;1075.0;946.9;1070.2;638.2;638.2;825.1999999999999;798.7;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_05;2;1;397.8;530.1;362.70000000000005;362.70000000000005;892.6999999999999;892.6999999999999;488.5;1165.4;1101.0;1158.3;687.0999999999999;687.0999999999999;913.8;866.5;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_05;2;2;396.4;533.3;360.79999999999995;360.79999999999995;884.8000000000001;884.8000000000001;485.4;1166.9;1085.9;1151.8000000000002;686.8000000000001;686.8000000000001;909.3000000000001;866.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_06;2;1;386.70000000000005;465.3;296.4;296.4;787.6999999999999;787.6999999999999;434.20000000000005;974.0999999999999;884.7;955.5;552.4;552.4;752.3000000000001;743.1999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_06;2;2;384.79999999999995;468.7;291.3;291.3;776.7;776.7;427.8;970.1;882.9000000000001;939.3000000000001;536.1999999999999;536.1999999999999;749.8000000000001;742.0999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_07;2;1;336.70000000000005;444.09999999999997;323.1;323.1;753.0;753.0;405.20000000000005;1032.3999999999999;873.4000000000001;1135.4;674.2;674.2;788.8;711.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_07;2;2;336.0;444.7;319.20000000000005;319.20000000000005;751.3;751.3;404.20000000000005;1033.1999999999998;874.2;1124.0;667.0999999999999;667.0999999999999;784.8000000000001;707.5;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_08;2;1;335.3;488.0;313.29999999999995;313.29999999999995;821.5999999999999;821.5999999999999;419.7;1036.2;826.8000000000001;1178.6;701.1;701.1;864.9;831.8000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_08;2;2;335.90000000000003;486.3;316.1;316.1;822.4;822.4;420.0;1045.4;836.9;1182.8;702.4;702.4;868.1;833.7;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_09;2;1;333.8;423.2;293.8;293.8;734.9;734.9;392.2;929.5999999999999;759.5999999999999;1045.0;627.5;627.5;733.8;694.5;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_09;2;2;333.6;424.5;296.2;296.2;735.5;735.5;391.70000000000005;927.2;760.4000000000001;1051.2;628.6999999999999;628.6999999999999;735.1999999999999;693.6;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_10;2;1;330.0;475.20000000000005;278.5;278.5;795.6999999999999;795.6999999999999;400.5;902.0999999999999;702.9000000000001;1066.8000000000002;634.5;634.5;789.0999999999999;800.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_10;2;2;330.09999999999997;474.4;275.0;275.0;797.3000000000001;797.3000000000001;400.7;908.5;710.6;1057.3999999999999;624.5;624.5;786.3;799.2;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_11;2;1;393.8;480.20000000000005;344.90000000000003;344.90000000000003;796.7;796.7;459.5;1081.4;919.7;1056.6;655.4000000000001;655.4000000000001;822.3000000000001;746.9;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_11;2;2;393.40000000000003;478.2;345.0;345.0;800.8;800.8;461.4;1093.0;931.1;1052.2;651.3;651.3;821.8000000000001;751.8000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_12;2;1;386.8;502.29999999999995;317.7;317.7;841.5;841.5;435.3;1000.1;837.2;1006.4;608.3;608.3;842.9000000000001;857.5;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_12;2;2;387.0;498.9;311.6;311.6;839.4;839.4;435.7;981.5;844.5999999999999;1001.9;613.5;613.5;850.1999999999999;856.9;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_13;2;1;337.0;453.6;312.2;312.2;779.5;779.5;408.6;1060.8;899.3000000000001;1123.0;650.0;650.0;803.3;737.9000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_13;2;2;336.8;450.5;308.7;308.7;781.3;781.3;406.70000000000005;1060.2;901.5999999999999;1116.8000000000002;645.1999999999999;645.1999999999999;804.0999999999999;740.6999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_14;2;1;396.70000000000005;479.90000000000003;338.9;338.9;804.5;804.5;449.4;1083.1999999999998;1084.2;1103.9;644.0;644.0;863.9;727.3000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_14;2;2;398.7;489.3;364.0;364.0;807.2;807.2;465.3;1148.5;1138.7;1169.4;691.4;691.4;897.2;716.8000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_15;2;1;386.8;437.59999999999997;301.0;301.0;760.6;760.6;413.0;938.1;842.8;962.3000000000001;592.4;592.4;774.5;710.6;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_15;2;2;387.2;435.7;304.7;304.7;757.2;757.2;411.3;953.3;843.3;964.4;601.4;601.4;782.3000000000001;711.7;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_16;2;1;341.59999999999997;439.5;319.5;319.5;764.4;764.4;412.5;1094.4;943.7;1136.7;658.8;658.8;800.4000000000001;704.5999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_16;2;2;339.5;442.9;322.59999999999997;322.59999999999997;759.9;759.9;412.0;1083.1999999999998;929.0999999999999;1143.4;667.4;667.4;800.5;698.6;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_17;2;1;331.3;427.8;270.7;270.7;723.3;723.3;381.1;830.4000000000001;649.3000000000001;979.0999999999999;592.2;592.2;694.7;696.1;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_17;2;2;331.1;426.1;269.5;269.5;722.5;722.5;380.90000000000003;834.3000000000001;651.5;976.9;594.3;594.3;693.9;698.1;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_18;2;1;335.79999999999995;438.5;282.4;282.4;770.4000000000001;770.4000000000001;397.40000000000003;974.9;794.9;1026.2;603.4000000000001;603.4000000000001;749.2;756.7;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_18;2;2;336.3;440.79999999999995;278.4;278.4;769.5999999999999;769.5999999999999;399.3;976.9;798.6;1027.7;602.1;602.1;752.4;750.3;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_19;2;1;385.90000000000003;451.2;294.1;294.1;764.0;764.0;416.70000000000005;980.5;872.6;937.6999999999999;560.4;560.4;749.4;726.1;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_19;2;2;384.7;448.9;294.0;294.0;771.7;771.7;423.5;968.6;867.3000000000001;954.5999999999999;569.3;569.3;751.3;725.8;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_20;2;1;389.7;450.6;299.7;299.7;725.1999999999999;725.1999999999999;407.0;973.6;925.5;965.0;568.5;568.5;779.4;658.1999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_20;2;2;389.5;446.70000000000005;301.90000000000003;301.90000000000003;726.5;726.5;408.5;971.7;907.9000000000001;962.0999999999999;575.3;575.3;777.0;661.4;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_21;2;1;330.79999999999995;434.4;303.09999999999997;303.09999999999997;734.7;734.7;391.70000000000005;927.3000000000001;760.1;1073.0;649.0;649.0;749.0;688.4000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_21;2;2;332.59999999999997;436.0;305.59999999999997;305.59999999999997;735.1;735.1;393.7;929.2;761.4;1074.7;646.0;646.0;746.1;690.5;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_22;2;1;383.0;460.09999999999997;302.2;302.2;798.4000000000001;798.4000000000001;428.5;946.8000000000001;833.3;979.4;588.0;588.0;773.1999999999999;758.7;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_22;2;2;384.3;461.4;302.9;302.9;794.3000000000001;794.3000000000001;429.09999999999997;937.2;822.6;989.0;594.0999999999999;594.0999999999999;773.7;751.4;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_23;2;1;382.1;458.8;305.5;305.5;800.1999999999999;800.1999999999999;421.2;967.9000000000001;791.4;958.5;591.1;591.1;787.5;793.5;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_23;2;2;383.7;458.5;300.4;300.4;790.1999999999999;790.1999999999999;414.6;964.8000000000001;816.8000000000001;946.4;584.3;584.3;803.8;786.7;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_24;2;1;340.5;469.6;380.7;380.7;800.6;800.6;438.5;1240.0;1093.9;1324.8;773.3;773.3;906.5999999999999;728.1;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_24;2;2;341.0;470.6;379.3;379.3;795.9000000000001;795.9000000000001;439.20000000000005;1245.0;1095.9;1321.3999999999999;771.7;771.7;902.2;726.3;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_25;2;1;331.8;427.40000000000003;265.0;265.0;751.1;751.1;378.7;865.6999999999999;699.4;961.2;557.6;557.6;694.0999999999999;732.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_25;2;2;330.0;422.8;262.8;262.8;747.3000000000001;747.3000000000001;375.6;849.0999999999999;679.4;952.3000000000001;561.5;561.5;690.8;736.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_26;2;1;331.4;443.29999999999995;278.09999999999997;278.09999999999997;759.0999999999999;759.0999999999999;388.0;899.0;709.5;1029.8999999999999;625.9000000000001;625.9000000000001;751.3;763.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_26;2;2;332.70000000000005;443.6;282.8;282.8;765.6999999999999;765.6999999999999;391.2;912.0;725.4000000000001;1036.4;618.6;618.6;749.2;764.8000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_27;2;1;379.4;466.3;280.59999999999997;280.59999999999997;801.7;801.7;422.5;901.1;743.9;917.6999999999999;549.4;549.4;737.6;788.7;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_27;2;2;378.40000000000003;463.0;280.0;280.0;807.4;807.4;423.9;890.1;730.1;919.0;547.5;547.5;728.5;790.8;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_28;2;1;380.4;481.5;294.7;294.7;875.6;875.6;430.90000000000003;908.6;790.6;990.0;591.5;591.5;805.1;885.1;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_28;2;2;380.79999999999995;478.5;299.20000000000005;299.20000000000005;873.5;873.5;430.09999999999997;927.6;774.9;975.3;594.8;594.8;807.4;892.5;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_29;2;1;378.7;506.0;265.9;265.9;817.9000000000001;817.9000000000001;416.4;885.1999999999999;752.6;902.4;507.8;507.8;747.6999999999999;838.1;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_29;2;2;377.9;498.9;270.4;270.4;817.0999999999999;817.0999999999999;416.9;880.3;737.6;905.1999999999999;517.3;517.3;747.2;840.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_30;2;1;339.6;432.1;310.0;310.0;761.7;761.7;406.5;1016.3;847.6;1083.1999999999998;633.0;633.0;759.2;720.6;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_30;2;2;337.70000000000005;432.1;309.9;309.9;761.5999999999999;761.5999999999999;404.20000000000005;1012.0999999999999;847.0;1080.5;631.3000000000001;631.3000000000001;757.6;721.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_31;2;1;326.2;420.4;270.59999999999997;270.59999999999997;760.8;760.8;376.70000000000005;834.7;667.5;969.5999999999999;574.2;574.2;694.8000000000001;745.8;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_31;2;2;329.09999999999997;418.2;272.0;272.0;766.4;766.4;381.59999999999997;852.2;683.7;965.6;564.8;564.8;689.4;751.8000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_32;2;1;389.5;485.5;333.2;333.2;799.2;799.2;449.90000000000003;1051.3;911.5999999999999;1041.8000000000002;624.4;624.4;802.6999999999999;750.3;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_32;2;2;389.79999999999995;481.8;333.7;333.7;798.7;798.7;444.4;1040.9;908.1999999999999;1039.3000000000002;627.7;627.7;813.1;753.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_33;2;1;395.7;490.0;349.0;349.0;819.8000000000001;819.8000000000001;463.1;1098.9;1008.8;1098.8;674.2;674.2;868.0;773.1;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_33;2;2;395.6;491.3;349.20000000000005;349.20000000000005;821.5;821.5;461.3;1100.8;992.0;1094.8;670.5;670.5;858.4000000000001;775.6;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_34;2;1;398.0;454.20000000000005;359.7;359.7;780.8;780.8;455.09999999999997;1142.9;1081.8000000000002;1105.6;669.9;669.9;851.3;686.5999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_34;2;2;399.20000000000005;449.0;360.6;360.6;785.1;785.1;456.2;1149.3000000000002;1087.7;1101.0;678.9;678.9;861.5;690.4000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_35;2;1;337.59999999999997;419.7;302.8;302.8;749.5;749.5;391.4;1008.4000000000001;875.8;1038.5;586.9;586.9;727.2;690.5;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_35;2;2;337.5;419.0;304.9;304.9;747.0;747.0;390.5;1002.4;867.5;1046.5;597.4;597.4;734.5999999999999;688.5;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_36;2;1;330.09999999999997;426.2;261.6;261.6;729.0999999999999;729.0999999999999;375.4;819.9;649.5;953.0;568.6999999999999;568.6999999999999;683.6;704.5999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_36;2;2;330.09999999999997;424.4;263.09999999999997;263.09999999999997;732.8;732.8;377.29999999999995;825.1999999999999;653.7;951.5999999999999;565.5;565.5;680.1999999999999;704.0999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_37;2;1;398.2;477.2;374.09999999999997;374.09999999999997;847.5;847.5;484.09999999999997;1212.2;1104.8999999999999;1146.9;703.0;703.0;877.0;771.8000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_37;2;2;397.9;468.8;373.2;373.2;850.1;850.1;483.9;1210.0;1092.3999999999999;1136.4;708.0;708.0;878.3;779.2;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_38;2;1;341.9;482.70000000000005;364.0;364.0;817.6999999999999;817.6999999999999;443.5;1230.3;1062.0;1317.4;773.0;773.0;926.3;769.9;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_38;2;2;334.5;476.5;333.8;333.8;797.9000000000001;797.9000000000001;420.3;1093.4;912.6;1217.8;731.7;731.7;872.9000000000001;777.8;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_39;2;1;329.3;438.40000000000003;262.1;262.1;774.3000000000001;774.3000000000001;383.2;851.9;667.4;969.0999999999999;567.7;567.7;711.1;777.6;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_39;2;2;326.59999999999997;439.6;263.0;263.0;773.0;773.0;380.6;836.5;653.9;976.9;578.1;578.1;716.3;776.8000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_40;2;1;387.9;469.3;301.6;301.6;792.6;792.6;428.40000000000003;984.9;908.1;981.2;581.3000000000001;581.3000000000001;788.6;757.6;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_40;2;2;389.4;470.0;307.4;307.4;785.9000000000001;785.9000000000001;426.9;986.4;906.5;990.9000000000001;594.3;594.3;801.3;749.5;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_41;2;1;386.9;461.59999999999997;308.6;308.6;767.6;767.6;427.2;1012.3000000000001;844.4;957.0999999999999;586.9;586.9;773.7;743.5;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_41;2;2;388.0;452.5;310.2;310.2;767.9000000000001;767.9000000000001;430.09999999999997;1014.3000000000001;855.1999999999999;951.5999999999999;596.5999999999999;596.5999999999999;788.6;743.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_42;2;1;391.2;469.0;320.20000000000005;320.20000000000005;808.6;808.6;430.6;1070.3;978.1;998.1;605.9000000000001;605.9000000000001;839.0999999999999;784.9;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_42;2;2;391.2;469.3;319.20000000000005;319.20000000000005;812.9000000000001;812.9000000000001;439.90000000000003;1078.4;988.1;1004.7;605.3;605.3;831.3;785.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_43;2;1;334.6;437.70000000000005;273.6;273.6;753.1;753.1;390.79999999999995;907.9000000000001;735.6;1012.2;598.0;598.0;733.8;731.9;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_43;2;2;335.20000000000005;433.9;276.6;276.6;757.8;757.8;392.0;906.2;728.9;1007.0999999999999;591.9;591.9;723.9;740.1999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_44;2;1;330.3;435.3;270.1;270.1;748.7;748.7;385.0;861.3;680.4000000000001;990.4000000000001;594.7;594.7;714.0;734.0999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_44;2;2;333.7;438.7;266.4;266.4;745.1999999999999;745.1999999999999;389.0;872.0;683.7;986.0;590.6;590.6;710.8;732.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_45;2;1;334.6;424.09999999999997;267.5;267.5;760.4000000000001;760.4000000000001;387.59999999999997;911.0;735.5;959.5999999999999;554.2;554.2;692.4;744.0999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_45;2;2;335.0;424.4;270.9;270.9;761.2;761.2;388.9;910.8;735.0;967.6999999999999;557.7;557.7;695.8;742.8;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_46;2;1;391.59999999999997;479.5;310.4;310.4;781.5999999999999;781.5999999999999;440.20000000000005;1043.0;949.2;970.6999999999999;570.5;570.5;787.0999999999999;745.0;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_46;2;2;391.1;483.6;313.29999999999995;313.29999999999995;773.6;773.6;437.70000000000005;1047.2;943.1;973.6;574.4;574.4;790.1;740.8;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_47;2;1;378.6;504.0;283.4;283.4;866.2;866.2;438.8;901.0;768.8;969.8000000000001;562.8;562.8;766.7;880.8;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_47;2;2;379.3;505.09999999999997;286.90000000000003;286.90000000000003;856.1;856.1;433.8;896.2;759.9;962.0;559.7;559.7;768.6;874.4;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_48;2;1;343.1;435.6;307.0;307.0;782.3000000000001;782.3000000000001;411.0;1115.5;956.5;1081.2;610.8;610.8;778.1;741.8000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_48;2;2;343.29999999999995;436.8;311.70000000000005;311.70000000000005;786.5999999999999;786.5999999999999;412.70000000000005;1124.1;972.0;1085.3;606.0;606.0;775.8;744.4;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_49;2;1;386.70000000000005;474.6;293.2;293.2;810.5;810.5;435.5;968.1999999999999;841.8000000000001;936.7;561.1999999999999;561.1999999999999;778.7;808.6;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_49;2;2;384.09999999999997;473.29999999999995;295.0;295.0;811.0;811.0;428.6;952.5;823.6;943.6;560.2;560.2;772.2;806.2;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_50;2;1;343.0;413.8;355.5;355.5;737.5;737.5;403.6;1159.4;1058.7;1132.7;650.4000000000001;650.4000000000001;779.9;648.4000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_50;2;2;343.8;417.0;352.59999999999997;352.59999999999997;737.8;737.8;408.9;1165.3;1061.0;1135.6999999999998;650.5;650.5;776.5;641.9;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_51;2;1;342.2;438.0;300.5;300.5;772.5;772.5;405.20000000000005;1073.7;932.6999999999999;1053.9;577.3;577.3;750.4000000000001;714.3000000000001;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_51;2;2;344.09999999999997;438.7;303.5;303.5;771.0;771.0;405.5;1095.5;952.0999999999999;1052.1;573.4000000000001;573.4000000000001;749.3000000000001;718.8;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_52;2;1;380.4;484.79999999999995;295.7;295.7;836.4;836.4;431.9;897.3000000000001;764.0999999999999;985.1999999999999;593.6;593.6;791.5;839.5999999999999;;
3DLOOK;3DLOOK;3DLOOK;20200622;IEEEP2_52;2;2;382.1;481.59999999999997;298.29999999999995;298.29999999999995;838.4000000000001;838.4000000000001;433.5;909.5999999999999;767.0;991.2;598.6999999999999;598.6999999999999;791.0;834.0999999999999;;
